county,ctv,jurisdiction,Total Votes Cast,DEM,REP
PORTAGE,T,Eau Pleine,576,217,351
PORTAGE,T,Grant,980,347,622
PORTAGE,T,Hull,2906,1500,1372
PORTAGE,T,Lanark,848,345,487
PORTAGE,T,Linwood,639,277,352
PORTAGE,T,New Hope,429,240,181
PORTAGE,T,Pine Grove,295,103,188
PORTAGE,T,Plover,748,291,453
PORTAGE,T,Sharon,1198,458,731
PORTAGE,T,Stockton,1624,691,918
PORTAGE,V,Almond,160,51,108
PORTAGE,V,Amherst,554,291,255
PORTAGE,V,Amherst Junction,205,83,120
PORTAGE,V,Junction City,146,55,88
PORTAGE,V,Milladore,4,3,1
PORTAGE,V,Nelsonville,99,65,33
PORTAGE,V,Park Ridge,355,239,114
PORTAGE,V,Plover,6152,3343,2758
PORTAGE,V,Rosholt,202,73,122
PORTAGE,V,Whiting,884,521,353
PRICE,C,Park Falls,898,396,486
PRICE,C,Phillips,515,226,284
PRICE,T,Catawba,146,46,96
PRICE,T,Eisenstein,349,140,204
PRICE,T,Elk,579,223,352
PRICE,T,Emery,172,60,111
PRICE,T,Fifield,553,202,346
PRICE,T,Flambeau,310,97,211
PRICE,T,Georgetown,74,25,46
PRICE,T,Hackett,94,29,64
PRICE,T,Harmony,120,44,74
PRICE,T,Hill,207,59,143
PRICE,T,Kennan,152,38,110
PRICE,T,Knox,186,65,119
PRICE,T,Lake,640,286,344
PRICE,T,Ogema,360,97,254
PRICE,T,Prentice,224,71,151
PRICE,T,Spirit,188,59,124
PRICE,T,Worcester,905,290,608
PRICE,V,Catawba,61,25,34
PRICE,V,Kennan,70,29,40
PRICE,V,Prentice,259,89,168
RACINE,C,Burlington,4721,2131,2507
RACINE,C,Racine,21968,14705,6950
RACINE,T,Burlington,3176,1047,2101
RACINE,T,Dover,1790,528,1240
RACINE,T,Norway,4559,1164,3365
RACINE,T,Waterford,3642,1012,2606
RACINE,V,Caledonia,13105,5545,7431
RACINE,V,Elmwood Park,283,151,124
RACINE,V,Mount Pleasant,13710,6749,6829
RACINE,V,North Bay,148,77,70
RACINE,V,Raymond,2288,660,1609
RACINE,V,Rochester,2112,600,1484
RACINE,V,Sturtevant,2166,992,1142
RACINE,V,Union Grove,2115,713,1370
RACINE,V,Waterford,2885,1036,1828
RACINE,V,Wind Point,1112,613,491
RACINE,V,Yorkville,1748,518,1212
RICHLAND,C,Richland Center,1836,1003,803
RICHLAND,T,Akan,201,89,112
RICHLAND,T,Bloom,206,90,111
RICHLAND,T,Buena Vista,663,295,363
RICHLAND,T,Dayton,326,138,183
RICHLAND,T,Eagle,209,71,137
RICHLAND,T,Forest,167,83,80
RICHLAND,T,Henrietta,211,122,87
RICHLAND,T,Ithaca,266,116,146
RICHLAND,T,Marshall,259,112,143
RICHLAND,T,Orion,237,120,112
RICHLAND,T,Richland,566,230,334
RICHLAND,T,Richwood,216,112,104
RICHLAND,T,Rockbridge,318,161,152
RICHLAND,T,Sylvan,206,72,133
RICHLAND,T,Westford,236,105,125
RICHLAND,T,Willow,209,82,123
RICHLAND,V,Boaz,53,25,28
RICHLAND,V,Cazenovia,108,59,48
RICHLAND,V,Lone Rock,313,151,159
RICHLAND,V,Viola,173,101,68
RICHLAND,V,Yuba,29,17,11
ROCK,C,Beloit,9499,5820,3543
ROCK,C,Brodhead,41,30,10
ROCK,C,Edgerton,2508,1681,796
ROCK,C,Evansville,2627,1822,769
ROCK,C,Janesville,26082,16137,9656
ROCK,C,Milton,2605,1540,1019
ROCK,T,Avon,296,108,188
ROCK,T,Beloit,3478,1724,1707
ROCK,T,Bradford,484,186,298
ROCK,T,Center,566,297,261
ROCK,T,Clinton,442,147,289
ROCK,T,Fulton,1983,1052,919
ROCK,T,Harmony,1426,794,622
ROCK,T,Janesville,2072,1045,1010
ROCK,T,Johnstown,381,160,214
ROCK,T,La Prairie,412,171,238
ROCK,T,Lima,558,274,277
ROCK,T,Magnolia,365,179,180
ROCK,T,Milton,1634,804,815
ROCK,T,Newark,837,321,501
ROCK,T,Plymouth,629,267,350
ROCK,T,Porter,583,348,229
ROCK,T,Rock,1183,617,543
ROCK,T,Spring Valley,354,146,201
ROCK,T,Turtle,1299,563,723
ROCK,T,Union,1106,663,433
ROCK,V,Clinton,799,315,467
ROCK,V,Footville,410,213,192
ROCK,V,Orfordville,617,331,272
RUSK,C,Ladysmith,1039,446,579
RUSK,T,Atlanta,306,78,223
RUSK,T,Big Bend,284,94,187
RUSK,T,Big Falls,85,29,56
RUSK,T,Cedar Rapids,25,7,18
RUSK,T,Dewey,305,111,191
RUSK,T,Flambeau,489,153,331
RUSK,T,Grant,331,110,214
RUSK,T,Grow,185,28,157
RUSK,T,Hawkins,59,25,34
RUSK,T,Hubbard,98,27,68
RUSK,T,Lawrence,137,34,102
RUSK,T,Marshall,196,35,154
RUSK,T,Murry,108,42,65
RUSK,T,Richland,95,34,59
RUSK,T,Rusk,326,126,196
RUSK,T,South Fork,56,18,35
RUSK,T,Strickland,144,55,89
RUSK,T,Stubbs,294,112,178
RUSK,T,Thornapple,379,97,280
RUSK,T,True,133,49,82
RUSK,T,Washington,214,82,128
RUSK,T,Wilkinson,33,8,23
RUSK,T,Willard,246,83,160
RUSK,T,Wilson,68,18,50
RUSK,V,Bruce,297,116,179
RUSK,V,Conrath,32,17,15
RUSK,V,Glen Flora,30,9,20
RUSK,V,Hawkins,131,58,69
RUSK,V,Ingram,27,10,17
RUSK,V,Sheldon,97,31,65
RUSK,V,Tony,46,11,35
RUSK,V,Weyerhaeuser,92,27,61
SAUK,C,Baraboo,4947,3023,1867
SAUK,C,Reedsburg,3571,1804,1714
SAUK,C,Wisconsin Dells,111,52,58
SAUK,T,Baraboo,983,506,468
SAUK,T,Bear Creek,316,147,168
SAUK,T,Dellona,896,380,504
SAUK,T,Delton,1063,533,527
SAUK,T,Excelsior,857,389,462
SAUK,T,Fairfield,624,305,314
SAUK,T,Franklin,350,155,190
SAUK,T,Freedom,253,99,149
SAUK,T,Greenfield,552,284,267
SAUK,T,Honey Creek,396,205,188
SAUK,T,Ironton,258,98,160
SAUK,T,La Valle,850,337,508
SAUK,T,Merrimac,735,397,330
SAUK,T,Prairie Du Sac,571,291,273
SAUK,T,Reedsburg,577,231,335
SAUK,T,Spring Green,963,523,433
SAUK,T,Sumpter,335,175,157
SAUK,T,Troy,426,184,238
SAUK,T,Washington,322,124,192
SAUK,T,Westfield,255,77,174
SAUK,T,Winfield,462,180,274
SAUK,T,Woodland,385,155,223
SAUK,V,Cazenovia,6,3,3
SAUK,V,Ironton,89,27,59
SAUK,V,Lake Delton,1095,526,558
SAUK,V,Lavalle,125,43,79
SAUK,V,Lime Ridge,74,40,34
SAUK,V,Loganville,131,55,74
SAUK,V,Merrimac,274,159,109
SAUK,V,North Freedom,225,104,116
SAUK,V,Plain,380,172,205
SAUK,V,Prairie Du Sac,2216,1395,792
SAUK,V,Rock Springs,129,46,80
SAUK,V,Sauk City,1681,1091,577
SAUK,V,Spring Green,879,636,236
SAUK,V,West Baraboo,598,334,253
SAWYER,C,Hayward,906,401,490
SAWYER,T,Bass Lake,1085,605,470
SAWYER,T,Couderay,137,72,62
SAWYER,T,Draper,140,70,67
SAWYER,T,Edgewater,349,111,236
SAWYER,T,Hayward,1642,746,879
SAWYER,T,Hunter,368,166,200
SAWYER,T,Lenroot,780,356,420
SAWYER,T,Meadowbrook,79,16,62
SAWYER,T,Meteor,97,31,65
SAWYER,T,Ojibwa,179,66,113
SAWYER,T,Radisson,221,78,140
SAWYER,T,Round Lake,720,295,419
SAWYER,T,Sand Lake,502,215,283
SAWYER,T,Spider Lake,307,128,174
SAWYER,T,Weirgor,193,52,140
SAWYER,T,Winter,547,204,335
SAWYER,V,Couderay,42,14,25
SAWYER,V,Exeland,79,32,46
SAWYER,V,Radisson,67,26,39
SAWYER,V,Winter,126,50,70
SHAWANO,C,Marion,9,3,6
SHAWANO,C,Shawano,3043,1343,1653
SHAWANO,T,Almon,273,63,208
SHAWANO,T,Angelica,899,245,647
SHAWANO,T,Aniwa,255,59,194
SHAWANO,T,Bartelme,271,203,65
SHAWANO,T,Belle Plaine,918,282,627
SHAWANO,T,Birnamwood,328,107,216
SHAWANO,T,Fairbanks,273,51,218
SHAWANO,T,Germania,155,44,108
SHAWANO,T,Grant,415,79,331
SHAWANO,T,Green Valley,519,126,389
SHAWANO,T,Hartland,364,74,287
SHAWANO,T,Herman,342,91,244
SHAWANO,T,Hutchins,257,59,194
SHAWANO,T,Lessor,648,137,506
SHAWANO,T,Maple Grove,480,141,337
SHAWANO,T,Morris,201,64,136
SHAWANO,T,Navarino,216,53,163
SHAWANO,T,Pella,472,111,356
SHAWANO,T,Red Springs,407,225,177
SHAWANO,T,Richmond,977,259,709
SHAWANO,T,Seneca,258,78,177
SHAWANO,T,Washington,961,295,657
SHAWANO,T,Waukechon,510,131,374
SHAWANO,T,Wescott,1600,567,1022
SHAWANO,T,Wittenberg,405,127,273
SHAWANO,V,Aniwa,88,29,55
SHAWANO,V,Birnamwood,279,103,171
SHAWANO,V,Bonduel,605,162,435
SHAWANO,V,Bowler,101,42,58
SHAWANO,V,Cecil,280,82,194
SHAWANO,V,Eland,104,46,54
SHAWANO,V,Gresham,209,87,122
SHAWANO,V,Mattoon,139,41,91
SHAWANO,V,Pulaski,64,24,39
SHAWANO,V,Tigerton,291,99,188
SHAWANO,V,Wittenberg,321,121,194
SHEBOYGAN,C,Plymouth,4147,1848,2241
SHEBOYGAN,C,Sheboygan,17321,9513,7548
SHEBOYGAN,C,Sheboygan Falls,4038,1741,2236
SHEBOYGAN,T,Greenbush,862,283,573
SHEBOYGAN,T,Herman,933,245,680
SHEBOYGAN,T,Holland,1380,320,1046
SHEBOYGAN,T,Lima,1649,410,1222
SHEBOYGAN,T,Lyndon,877,258,606
SHEBOYGAN,T,Mitchell,698,199,494
SHEBOYGAN,T,Mosel,429,141,284
SHEBOYGAN,T,Plymouth,1800,588,1194
SHEBOYGAN,T,Rhine,1352,498,846
SHEBOYGAN,T,Russell,195,41,153
SHEBOYGAN,T,Scott,1046,222,821
SHEBOYGAN,T,Sheboygan,4411,1935,2430
SHEBOYGAN,T,Sheboygan Falls,1002,305,688
SHEBOYGAN,T,Sherman,868,182,678
SHEBOYGAN,T,Wilson,2163,890,1254
SHEBOYGAN,V,Adell,245,54,184
SHEBOYGAN,V,Cascade,354,96,254
SHEBOYGAN,V,Cedar Grove,1123,253,863
SHEBOYGAN,V,Elkhart Lake,668,341,320
SHEBOYGAN,V,Glenbeulah,236,97,137
SHEBOYGAN,V,Howards Grove,1818,680,1107
SHEBOYGAN,V,Kohler,1241,567,666
SHEBOYGAN,V,Oostburg,1751,297,1439
SHEBOYGAN,V,Random Lake,815,249,550
SHEBOYGAN,V,Waldo,239,72,165
ST. CROIX,C,Glenwood City,450,150,292
ST. CROIX,C,Hudson,6855,3650,3148
ST. CROIX,C,New Richmond,3914,1817,2048
ST. CROIX,C,River Falls,1940,1094,815
ST. CROIX,T,Baldwin,500,133,355
ST. CROIX,T,Cady,406,120,282
ST. CROIX,T,Cylon,318,97,215
ST. CROIX,T,Eau Galle,597,186,406
ST. CROIX,T,Emerald,351,102,247
ST. CROIX,T,Erin Prairie,351,122,223
ST. CROIX,T,Forest,306,65,237
ST. CROIX,T,Glenwood,349,106,236
ST. CROIX,T,Hammond,1232,373,845
ST. CROIX,T,Hudson,4531,1916,2576
ST. CROIX,T,Kinnickinnic,990,411,562
ST. CROIX,T,Pleasant Valley,298,101,195
ST. CROIX,T,Richmond,1816,627,1172
ST. CROIX,T,Rush River,274,86,182
ST. CROIX,T,Somerset,2405,802,1569
ST. CROIX,T,Springfield,438,147,280
ST. CROIX,T,St. Joseph,2339,986,1330
ST. CROIX,T,Stanton,449,164,277
ST. CROIX,T,Star Prairie,1812,566,1209
ST. CROIX,T,Troy,3022,1301,1693
ST. CROIX,T,Warren,861,333,520
ST. CROIX,V,Baldwin,1633,643,961
ST. CROIX,V,Deer Park,97,21,71
ST. CROIX,V,Hammond,767,372,387
ST. CROIX,V,North Hudson,2049,989,1037
ST. CROIX,V,Roberts,785,336,432
ST. CROIX,V,Somerset,1087,401,661
ST. CROIX,V,Spring Valley,3,0,3
ST. CROIX,V,Star Prairie,256,92,159
ST. CROIX,V,Wilson,81,23,56
ST. CROIX,V,Woodville,477,184,287
TAYLOR,C,Medford,1646,671,949
TAYLOR,T,Aurora,153,20,129
TAYLOR,T,Browning,406,74,323
TAYLOR,T,Chelsea,355,79,275
TAYLOR,T,Cleveland,123,28,94
TAYLOR,T,Deer Creek,293,50,240
TAYLOR,T,Ford,113,23,90
TAYLOR,T,Goodrich,253,46,202
TAYLOR,T,Greenwood,329,66,260
TAYLOR,T,Grover,128,21,103
TAYLOR,T,Hammel,377,77,291
TAYLOR,T,Holway,255,44,205
TAYLOR,T,Jump River,144,35,107
TAYLOR,T,Little Black,507,132,365
TAYLOR,T,Maplehurst,147,33,113
TAYLOR,T,Mckinley,175,25,147
TAYLOR,T,Medford,1264,299,955
TAYLOR,T,Molitor,186,54,129
TAYLOR,T,Pershing,76,26,49
TAYLOR,T,Rib Lake,386,94,287
TAYLOR,T,Roosevelt,158,47,108
TAYLOR,T,Taft,134,38,93
TAYLOR,T,Westboro,364,75,285
TAYLOR,V,Gilman,158,56,96
TAYLOR,V,Lublin,47,12,34
TAYLOR,V,Rib Lake,303,75,216
TAYLOR,V,Stetsonville,222,62,151
TREMPEALEAU,C,Arcadia,585,240,338
TREMPEALEAU,C,Blair,400,193,198
TREMPEALEAU,C,Galesville,708,347,353
TREMPEALEAU,C,Independence,377,152,215
TREMPEALEAU,C,Osseo,726,370,348
TREMPEALEAU,C,Whitehall,597,310,279
TREMPEALEAU,T,Albion,317,104,211
TREMPEALEAU,T,Arcadia,803,273,522
TREMPEALEAU,T,Burnside,175,77,96
TREMPEALEAU,T,Caledonia,446,182,261
TREMPEALEAU,T,Chimney Rock,139,54,85
TREMPEALEAU,T,Dodge,226,84,134
TREMPEALEAU,T,Ettrick,645,275,365
TREMPEALEAU,T,Gale,876,368,500
TREMPEALEAU,T,Hale,539,203,328
TREMPEALEAU,T,Lincoln,290,116,170
TREMPEALEAU,T,Pigeon,318,136,174
TREMPEALEAU,T,Preston,392,146,241
TREMPEALEAU,T,Sumner,424,172,243
TREMPEALEAU,T,Trempealeau,980,423,548
TREMPEALEAU,T,Unity,274,107,165
TREMPEALEAU,V,Eleva,273,118,150
TREMPEALEAU,V,Ettrick,229,94,132
TREMPEALEAU,V,Pigeon Falls,170,87,80
TREMPEALEAU,V,Strum,439,216,220
TREMPEALEAU,V,Trempealeau,901,434,457
VERNON,C,Hillsboro,511,234,263
VERNON,C,Viroqua,2118,1345,746
VERNON,C,Westby,981,556,417
VERNON,T,Bergen,724,362,354
VERNON,T,Christiana,481,192,282
VERNON,T,Clinton,216,102,111
VERNON,T,Coon,415,204,207
VERNON,T,Forest,235,94,139
VERNON,T,Franklin,531,224,300
VERNON,T,Genoa,366,178,185
VERNON,T,Greenwood,182,73,105
VERNON,T,Hamburg,514,224,284
VERNON,T,Harmony,318,134,179
VERNON,T,Hillsboro,308,114,189
VERNON,T,Jefferson,584,280,293
VERNON,T,Kickapoo,248,126,121
VERNON,T,Liberty,190,102,87
VERNON,T,Stark,206,107,97
VERNON,T,Sterling,288,98,185
VERNON,T,Union,198,102,91
VERNON,T,Viroqua,953,470,467
VERNON,T,Webster,304,179,119
VERNON,T,Wheatland,313,144,165
VERNON,T,Whitestown,227,99,126
VERNON,V,Chaseburg,131,61,68
VERNON,V,Coon Valley,371,199,168
VERNON,V,De Soto,113,59,47
VERNON,V,Genoa,108,59,49
VERNON,V,La Farge,311,148,157
VERNON,V,Ontario,170,58,108
VERNON,V,Readstown,137,55,81
VERNON,V,Stoddard,377,178,189
VERNON,V,Viola,72,37,30
VILAS,C,Eagle River,698,292,398
VILAS,T,Arbor Vitae,1894,757,1107
VILAS,T,Boulder Junction,754,295,452
VILAS,T,Cloverland,737,251,478
VILAS,T,Conover,835,296,533
VILAS,T,Lac Du Flambeau,1357,776,569
VILAS,T,Land O-Lakes,571,183,379
VILAS,T,Lincoln,1495,517,954
VILAS,T,Manitowish Waters,517,170,343
VILAS,T,Phelps,785,245,534
VILAS,T,Plum Lake,395,149,240
VILAS,T,Presque Isle,548,232,313
VILAS,T,St. Germain,1255,443,800
VILAS,T,Washington,1045,360,674
VILAS,T,Winchester,334,122,209
WALWORTH,C,Burlington,1,1,0
WALWORTH,C,Delavan,2803,1360,1381
WALWORTH,C,Elkhorn,3812,1622,2116
WALWORTH,C,Lake Geneva,3461,1676,1751
WALWORTH,C,Whitewater,3465,2211,1214
WALWORTH,T,Bloomfield,621,253,358
WALWORTH,T,Darien,722,215,495
WALWORTH,T,Delavan,2481,973,1479
WALWORTH,T,East Troy,2394,703,1660
WALWORTH,T,Geneva,2763,1093,1637
WALWORTH,T,La Grange,1372,496,861
WALWORTH,T,Lafayette,1125,367,747
WALWORTH,T,Linn,1347,497,839
WALWORTH,T,Lyons,1729,596,1112
WALWORTH,T,Richmond,986,396,578
WALWORTH,T,Sharon,463,152,303
WALWORTH,T,Spring Prairie,1282,339,923
WALWORTH,T,Sugar Creek,2022,701,1299
WALWORTH,T,Troy,1411,459,931
WALWORTH,T,Walworth,840,250,573
WALWORTH,T,Whitewater,828,347,468
WALWORTH,V,Bloomfield,1680,501,1143
WALWORTH,V,Darien,562,213,330
WALWORTH,V,East Troy,2249,829,1395
WALWORTH,V,Fontana,1079,459,607
WALWORTH,V,Genoa City,1021,365,642
WALWORTH,V,Mukwonago,96,38,56
WALWORTH,V,Sharon,560,202,338
WALWORTH,V,Walworth,1107,500,594
WALWORTH,V,Williams Bay,1644,755,870
WASHBURN,C,Shell Lake,636,321,301
WASHBURN,C,Spooner,855,392,448
WASHBURN,T,Barronett,215,72,141
WASHBURN,T,Bashaw,565,148,410
WASHBURN,T,Bass Lake,275,91,180
WASHBURN,T,Beaver Brook,379,147,225
WASHBURN,T,Birchwood,383,106,275
WASHBURN,T,Brooklyn,183,73,107
WASHBURN,T,Casey,275,113,159
WASHBURN,T,Chicog,190,77,112
WASHBURN,T,Crystal,150,47,102
WASHBURN,T,Evergreen,621,240,378
WASHBURN,T,Frog Creek,67,18,46
WASHBURN,T,Gull Lake,123,49,70
WASHBURN,T,Long Lake,403,162,239
WASHBURN,T,Madge,338,149,182
WASHBURN,T,Minong,559,242,311
WASHBURN,T,Sarona,230,72,157
WASHBURN,T,Spooner,399,138,255
WASHBURN,T,Springbrook,230,73,150
WASHBURN,T,Stinnett,117,32,84
WASHBURN,T,Stone Lake,258,81,171
WASHBURN,T,Trego,529,214,309
WASHBURN,V,Birchwood,178,67,107
WASHBURN,V,Minong,193,74,113
WASHINGTON,C,Hartford,7099,2409,4628
WASHINGTON,C,Milwaukee,0,0,0
WASHINGTON,C,West Bend,14619,5516,8953
WASHINGTON,T,Addison,1949,419,1515
WASHINGTON,T,Barton,1693,438,1247
WASHINGTON,T,Erin,2497,621,1860
WASHINGTON,T,Farmington,2207,452,1743
WASHINGTON,T,Germantown,154,58,95
WASHINGTON,T,Hartford,2122,482,1624
WASHINGTON,T,Jackson,2486,516,1951
WASHINGTON,T,Kewaskum,696,132,559
WASHINGTON,T,Polk,2436,558,1863
WASHINGTON,T,Trenton,2770,630,2131
WASHINGTON,T,Wayne,1334,244,1088
WASHINGTON,T,West Bend,2935,805,2113
WASHINGTON,V,Germantown,11539,4507,6929
WASHINGTON,V,Jackson,4099,1271,2791
WASHINGTON,V,Kewaskum,2134,564,1554
WASHINGTON,V,Newburg,523,117,397
WASHINGTON,V,Richfield,7645,2075,5527
WASHINGTON,V,Slinger,3092,884,2181
WAUKESHA,C,Brookfield,23620,10794,12651
WAUKESHA,C,Delafield,4194,1696,2467
WAUKESHA,C,Milwaukee,0,0,0
WAUKESHA,C,Muskego,14453,4738,9582
WAUKESHA,C,New Berlin,23273,9617,13473
WAUKESHA,C,Oconomowoc,10102,4095,5911
WAUKESHA,C,Pewaukee,9255,3383,5803
WAUKESHA,C,Waukesha,30689,14626,15786
WAUKESHA,T,Brookfield,3839,1646,2160
WAUKESHA,T,Delafield,5272,1788,3449
WAUKESHA,T,Eagle,2183,640,1518
WAUKESHA,T,Genesee,4576,1443,3096
WAUKESHA,T,Lisbon,6290,1945,4316
WAUKESHA,T,Merton,5226,1497,3700
WAUKESHA,T,Mukwonago,4599,1300,3267
WAUKESHA,T,Oconomowoc,5362,1679,3638
WAUKESHA,T,Ottawa,2379,761,1596
WAUKESHA,V,Big Bend,773,228,539
WAUKESHA,V,Butler,838,351,473
WAUKESHA,V,Chenequa,349,95,254
WAUKESHA,V,Dousman,1231,451,770
WAUKESHA,V,Eagle,1145,292,841
WAUKESHA,V,Elm Grove,3951,1869,2058
WAUKESHA,V,Hartland,5017,1942,3033
WAUKESHA,V,Lac La Belle,215,66,147
WAUKESHA,V,Lannon,955,370,575
WAUKESHA,V,Menomonee Falls,21348,9688,11495
WAUKESHA,V,Merton,1963,567,1380
WAUKESHA,V,Mukwonago,4088,1405,2637
WAUKESHA,V,Nashotah,808,272,530
WAUKESHA,V,North Prairie,1263,355,897
WAUKESHA,V,Oconomowoc Lake,369,86,279
WAUKESHA,V,Pewaukee,4065,1705,2316
WAUKESHA,V,Summit,3236,1106,2105
WAUKESHA,V,Sussex,6237,2417,3756
WAUKESHA,V,Vernon,4660,1287,3345
WAUKESHA,V,Wales,1639,631,994
WAUKESHA,V,Waukesha,5141,1733,3375
WAUPACA,C,Clintonville,1527,627,867
WAUPACA,C,Manawa,462,134,324
WAUPACA,C,Marion,481,139,333
WAUPACA,C,New London,2048,816,1206
WAUPACA,C,Waupaca,2400,1114,1256
WAUPACA,C,Weyauwega,611,200,402
WAUPACA,T,Bear Creek,381,63,315
WAUPACA,T,Caledonia,962,282,674
WAUPACA,T,Dayton,1457,538,908
WAUPACA,T,Dupont,296,69,222
WAUPACA,T,Farmington,1789,766,1001
WAUPACA,T,Fremont,379,96,280
WAUPACA,T,Harrison,243,71,171
WAUPACA,T,Helvetia,380,101,276
WAUPACA,T,Iola,529,178,348
WAUPACA,T,Larrabee,607,183,411
WAUPACA,T,Lebanon,808,226,565
WAUPACA,T,Lind,752,207,535
WAUPACA,T,Little Wolf,685,148,533
WAUPACA,T,Matteson,485,128,349
WAUPACA,T,Mukwa,1510,500,990
WAUPACA,T,Royalton,699,174,516
WAUPACA,T,Saint Lawrence,351,116,234
WAUPACA,T,Scandinavia,591,244,340
WAUPACA,T,Union,377,99,274
WAUPACA,T,Waupaca,615,213,396
WAUPACA,T,Weyauwega,282,66,212
WAUPACA,T,Wyoming,164,36,126
WAUPACA,V,Big Falls,33,8,25
WAUPACA,V,Embarrass,151,40,107
WAUPACA,V,Fremont,384,103,278
WAUPACA,V,Iola,553,221,322
WAUPACA,V,Ogdensburg,75,14,56
WAUPACA,V,Scandinavia,160,70,87
WAUSHARA,C,Berlin,50,20,30
WAUSHARA,C,Wautoma,613,261,346
WAUSHARA,T,Aurora,527,147,375
WAUSHARA,T,Bloomfield,542,132,406
WAUSHARA,T,Coloma,369,133,232
WAUSHARA,T,Dakota,522,161,359
WAUSHARA,T,Deerfield,420,175,241
WAUSHARA,T,Hancock,281,82,198
WAUSHARA,T,Leon,817,253,561
WAUSHARA,T,Marion,1115,368,731
WAUSHARA,T,Mount Morris,690,221,460
WAUSHARA,T,Oasis,214,58,155
WAUSHARA,T,Plainfield,229,59,165
WAUSHARA,T,Poy Sippi,433,103,326
WAUSHARA,T,Richford,233,53,179
WAUSHARA,T,Rose,360,135,222
WAUSHARA,T,Saxeville,571,188,377
WAUSHARA,T,Springwater,796,303,487
WAUSHARA,T,Warren,321,115,200
WAUSHARA,T,Wautoma,713,253,452
WAUSHARA,V,Coloma,183,55,127
WAUSHARA,V,Hancock,174,68,103
WAUSHARA,V,Lohrville,174,48,124
WAUSHARA,V,Plainfield,300,115,181
WAUSHARA,V,Redgranite,376,123,247
WAUSHARA,V,Wild Rose,317,137,175
WINNEBAGO,C,Appleton,302,188,105
WINNEBAGO,C,Menasha,5645,3042,2490
WINNEBAGO,C,Neenah,12065,6533,5366
WINNEBAGO,C,Omro,1536,621,892
WINNEBAGO,C,Oshkosh,24425,13724,10386
WINNEBAGO,T,Algoma,3895,1817,2043
WINNEBAGO,T,Black Wolf,1483,565,910
WINNEBAGO,T,Clayton,2425,858,1536
WINNEBAGO,T,Neenah,2022,918,1081
WINNEBAGO,T,Nekimi,794,230,557
WINNEBAGO,T,Nepeuskun,418,123,288
WINNEBAGO,T,Omro,1382,484,893
WINNEBAGO,T,Oshkosh,1514,634,867
WINNEBAGO,T,Poygan,750,214,527
WINNEBAGO,T,Rushford,878,227,645
WINNEBAGO,T,Utica,748,228,513
WINNEBAGO,T,Vinland,1122,438,672
WINNEBAGO,T,Winchester,1076,347,720
WINNEBAGO,T,Winneconne,1576,523,1039
WINNEBAGO,T,Wolf River,788,217,562
WINNEBAGO,V,Fox Crossing,8583,4124,4335
WINNEBAGO,V,Winneconne,1285,457,815
WOOD,C,Marshfield,7540,3722,3708
WOOD,C,Nekoosa,941,344,578
WOOD,C,Pittsville,346,116,225
WOOD,C,Wisconsin Rapids,6766,3232,3411
WOOD,T,Arpin,429,136,284
WOOD,T,Auburndale,393,87,298
WOOD,T,Cameron,269,85,175
WOOD,T,Cary,222,69,150
WOOD,T,Cranmoor,89,28,60
WOOD,T,Dexter,184,65,119
WOOD,T,Grand Rapids,4074,1661,2364
WOOD,T,Hansen,404,110,292
WOOD,T,Hiles,93,25,68
WOOD,T,Lincoln,850,297,543
WOOD,T,Marshfield,417,146,265
WOOD,T,Milladore,348,112,232
WOOD,T,Port Edwards,633,221,403
WOOD,T,Remington,132,42,87
WOOD,T,Richfield,764,251,500
WOOD,T,Rock,478,140,334
WOOD,T,Rudolph,557,184,365
WOOD,T,Saratoga,2501,846,1619
WOOD,T,Seneca,553,226,324
WOOD,T,Sherry,383,112,270
WOOD,T,Sigel,562,191,359
WOOD,T,Wood,403,127,272
WOOD,V,Arpin,113,32,76
WOOD,V,Auburndale,296,104,188
WOOD,V,Biron,385,155,216
WOOD,V,Hewitt,443,178,256
WOOD,V,Milladore,131,51,80
WOOD,V,Port Edwards,838,369,455
WOOD,V,Rudolph,210,86,122
WOOD,V,Vesper,245,74,167
